first_name,last_name,status,arrival_time,session_date,source_file
Carmen Lidia,Williams Benjamín,Presente,10:00 a.m.,30/04/2025,asistencia-de-la-sesion-018-del-miercoles-30-de-abril-de-2025.pdf
Daritza Felicidad,Zapata Díaz,Presente Incorporado,01:09 p.m.,30/04/2025,asistencia-de-la-sesion-018-del-miercoles-30-de-abril-de-2025.pdf
Jorge Manuel,Zorrilla González,Presente,10:00 a.m.,30/04/2025,asistencia-de-la-sesion-018-del-miercoles-30-de-abril-de-2025.pdf
Ana Adalgiza del Carmen,Abreu Polanco,Presente Incorporado,12:39 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Gabriela María,Abreu Santos,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Luis,Abreu Veloz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Aldoneris Rafael,Adón Duarte,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Julio,Alcántara Pedro,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ogando Maribel Altagracia,Almánzar de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ignacio,Aracena,Ausente,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Heriberto,Aracena Montilla,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Onavel Andrés,Aristy Cedeño,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Miguel,Arredondo Quezada,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Alcides,Báez Luis,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José David,Báez Reinoso,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Carmen Ligia,Barceló González,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Wandy Modesto,Batista Gómez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Eduviges María,Bautista Gomera,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Julio César,Beltré Méndez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
de Dell ́Aquila Kenia Felicia,Bidó Parra,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Miguel Alberto,Bogaert Marra,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
́Neal Ycelmary,Brito O,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Antonio,Brito Rodríguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ramón Antonio,Bueno Patiño,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Agustín,Burgos Tejada,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Tayluma Monserrat,Calderón Fortuna,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Manuel,Caraballo Gómez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rafael Augusto,Castillo Casado,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ramona,Castillo Juana,Presente Incorporado,12:50 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Luis Enrique,Castillo Ogando,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jorge Hugo,Cavoli Balbuena,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Eugenio,Cedeño Areché,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Estamy Rafaela,Colón Tatis,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Orbe Jhonatan Rabel,Contreras del,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
los Santos de Lebrón Elvira,Corporán de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rafael Tobías,Crespo Pérez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Edward Enrique,Cruz Asunción,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Miledy,Cuevas Ana,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Juan Bolívar,Cuevas Davis,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Caraballo Dharuelly Leany,D ́Aza,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jesús de Morla Indhira Shary,de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jesús Vargas Román,de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jesús Vélez Lourdes,de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Rosa Guerrero Yuderka Yvelisse,de la,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Rosa Pérez Carmen Aurelia,de la,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
León Martínez Lucila Leonarda,de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
León Mascaró Domingo Eusebio,de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Santos Altagracia,de los,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Pérez Juan Carlos,de,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rosario Robles Ángel,del,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Caty,Díaz Abreu,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Francisco Alberto,Díaz García,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Amado Antonio,Díaz Jiménez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Robinson de Jesús,Díaz Mejía,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rafael Aníbal,Díaz Rodríguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Deisy Emelda,Díaz Salcedo,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Danilo Darío,Díaz Vizcaíno,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Gregorio,Domínguez Domínguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ydenia,Doñé Tiburcio,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Sadoky,Duarte Suárez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Julio Emil,Durán Rodríguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Juan Carlos,Echavarría Milané,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Félix Manuel,Encarnación Montero,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
de Melo Carmen Leida,Escarfuller Morel,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Mateo Evangelista,Espaillat Tavárez,Presente Incorporado,12:50 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Llaniris del Carmen,Espinal Cabrera,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Miguel Eduardo,Espinal Muñoz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Braulio de Jesús,Espinal Tavárez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Fiordaliza,Estévez Castillo,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Antonio,Fabián Beltré,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Sara Penélope,Féliz Díaz,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Dellys Dumidia,Féliz Rodríguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jacqueline,Fernández Brito,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Luis René,Fernández Tavárez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Miguel,Ferreiras Torres,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Simanca,Ferreras Yancarlos,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jorge,Frías,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jheyson Amir,García Castillo,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Cecilio,García Javier,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rogelio Alfonso,Genao Lanza,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Carlos José,Gil Rodríguez,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Luis,Gómez Benzo,Licencia,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rafaela,González González,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Faustina,Guerrero Cabrera,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Félix Santiago,Hiciano Almánzar,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Nicolás,Hidalgo Almánzar,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Elpidio,Infante Galán,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Francisca Trinidad,Jaque Aponte,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Alexander,Javier Cuevas,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Marleni Altagracia,Jiménez Muñoz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Alberto,Jiménez Santos,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Virgilio,Jiménez Víctor,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
de Méndez Hermes Evangelina,José Méndez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Melvin Alexis,Lara Melo,Presente Incorporado,12:35 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Aquiles Leonel,Ledesma Alcántara,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Valerio,Leonardo Palacio,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Shirley Antonia,López Féliz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
de Matos Mirna Josefina,López Francisco,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Nicolás Tolentino,López Mercado,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Julio César,López Peña,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
de Galván Nurca Nieves,Luciano Jiménez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Cruz Eudy,Maldonado de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Anny Veleissy,Mambrú Rodríguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Charles Noel,Mariotti Paz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Nelson Rafael,Marmolejos Gil,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Luis Tomás,Marte Santos,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
German,Martínez Araujo,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ramón Mayobanex,Martínez Durán,Presente Incorporado,12:39 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Franklin,Martínez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Johanny Margarita,Martínez Gómez,Presente Incorporado,12:50 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Millys Johanna,Martínez Morillo,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Pedro Antonio,Martínez Moronta,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Orlando Antonio,Martínez Peña,Ausente,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Llanelis,Matos Cuevas,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Eliazer,Matos Feliz,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jhonny de Jesús,Medina Santos,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Juan Agustín,Medina Santos,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Olfanny Yuverka,Méndez Matos,Presente Incorporado,12:58 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Fanny Selinés,Méndez Simonó,Presente Incorporado,12:39 p.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
de Contreras Mery Antonia,Mercado García,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Mélido,Mercedes Castillo,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Cruz Carolin,Mercedes de,Licencia,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Liz Adriana,Mieses Díaz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José del Carmen,Montero Arias,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jacqueline,Montero,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Oscar Adolfo,Morel Figueroa,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Carlos,Morillo Valdez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Gilda Mercedes,Moronta Guzmán,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Cirilo Ustasio,Moronta Then,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Cruz Sergio,Moya de,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Junior,Muñoz Olivo,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Heidy María,Musa Kunhardt,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Angélica Natividad,Novas Sierra,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Sonia,Núñez Espino,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Manuel de Jesús,Núñez Guerrero,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Patricia Alexandra,Núñez Rivera,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Brenda Mercedes,Ogando Campos,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Adelis de Jesús,Olivares Ortega,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Cruz Nolberto,Ortiz de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Moisés,Ortiz López,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Alfredo,Pacheco Osoria,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Cruz Carlixta Carolina,Paula de,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Javier,Paulino Francisco,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rubén Darío,Peñaló Torres,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Taveras Lidia Esther,Pérez de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ángela Maruja Gregorina,Pérez Díaz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rafael Antonio,Pérez Gómez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Carlos Alberto,Pérez Hernández,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Rosendy Joel,Polanco Polanco,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
los Santos Franklin,Ramírez de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jacobo,Ramos Crispín,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ramón Antonio,Raposo Rodríguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
María de los Ángeles,Rodríguez Bonseñor,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Luis,Rodríguez Hiciano,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Félix Michell,Rodríguez Morel,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Dorina Yajaira,Rodríguez Salazar,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Norberto,Rodríguez Vásquez,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Omar,Rojas Diómedes,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Juan José,Rojas Franco,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Enriqueta,Rojas Javier,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Héctor Fodil,Rosa Mercedes,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Adelso de Jesús,Ruben Contreras,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Abelardo Antonio,Rutinel Arzeno,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Gustavo Antonio,Sánchez García,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Willy Enrique,Sánchez González,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Vicente Arturo,Sánchez Henríquez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jesús Manuel,Sánchez Martínez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Ángel María,Sánchez Pujols,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Carlos,Sánchez Quezada,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Chavely Melina,Sánchez Taveras,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Gregoria Monserrat,Santana Silfa,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Dilenia Altagracia,Santos Muñoz,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Robinson Antonio,Santos Rodríguez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Elida Yalis,Soto Mordán,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
María Elisa,Suárez Alcalá,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Nelsa Shoraya,Suárez Ariza,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Cruz Alcibíades,Tavárez de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Jorge Leonardo,Tavárez Valdez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Kinsberly,Taveras Duarte,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
la Rosa Margarita,Tejeda de,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Otoniel,Tejeda Martínez,Excusa,,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
José Altagracia,Valenzuela Arias,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Bolívar Ernesto,Valera Ariza,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
Brailyn Miguel,Vargas Núñez,Presente,10:34 a.m.,07/05/2025,asistencia-de-la-sesion-019-del-07-de-mayo-de-2025.pdf
